Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,elementId,fixedCost,processId,resourceCost,resourceId
9,DATA ENGINEER: SET PREPARE SYSTEM PARAMETERS,Default Resource-000006,2023-01-30 10:00:08.000,2023-01-30 10:00:09.000,Variant 2,2,sid-A797A949-2997-459A-B4AC-DE03F61A21B7,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
9,DATA ANALYST: SET SEGREGATION SYSTEM PARAMETERS,Default Resource-000007,2023-01-30 10:00:12.000,2023-01-30 10:00:13.000,Variant 2,2,sid-5CA0D7DF-7A6B-41B6-B86C-A5A888ED53E4,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
9,ML ENGINEER: SET DEVELOP SYSTEM PARAMETERS,Default Resource-000008,2023-01-30 10:00:16.000,2023-01-30 10:00:17.000,Variant 2,2,sid-B21B682A-9C69-4774-AB33-6B374D0B8038,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
9,ADMINISTRATIVE: SET EXECUTION SYSTEM PARAMETERS,Default Resource-000009,2023-01-30 10:00:20.000,2023-01-30 10:00:21.000,Variant 2,2,sid-0357A281-CCE8-4790-B204-FD16A4141444,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
9,DATA ANALYST: SET MONITORING SYSTEM PARAMETERS,Default Resource-000010,2023-01-30 10:00:24.000,2023-01-30 10:00:25.000,Variant 2,2,sid-8DDB5F66-879E-49D2-8DAB-8952E410AE1E,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
9,END,,2023-01-30 10:00:25.000,2023-01-30 10:00:25.000,Variant 2,2,sid-960E4B76-22CD-4C39-B2B2-108C9C19B4F5,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
91,START,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 1,1,sid-DB9E6FBE-42AC-4CA3-8897-70BE709CC0EF,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
91,END,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 1,1,sid-960E4B76-22CD-4C39-B2B2-108C9C19B4F5,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
92,START,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 2,2,sid-DB9E6FBE-42AC-4CA3-8897-70BE709CC0EF,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
92,ADMINISTRATIVE:  CHECK REQUEST DETAIL,Default Resource-000001,2023-01-30 10:00:04.000,2023-01-30 10:00:05.000,Variant 2,2,sid-FA2ACF73-3165-421D-998A-72FCFD114574,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
92,DATA ENGINEER: SET INGESTION SYSTEM PARAMETERS,Default Resource-000002,2023-01-30 10:00:08.000,2023-01-30 10:00:09.000,Variant 2,2,sid-E8939C8D-112B-44CA-AF36-D5A249344C9B,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
92,DATA ENGINEER: SET PREPARE SYSTEM PARAMETERS,Default Resource-000003,2023-01-30 10:00:12.000,2023-01-30 10:00:13.000,Variant 2,2,sid-A797A949-2997-459A-B4AC-DE03F61A21B7,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
92,DATA ANALYST: SET SEGREGATION SYSTEM PARAMETERS,Default Resource-000004,2023-01-30 10:00:16.000,2023-01-30 10:00:17.000,Variant 2,2,sid-5CA0D7DF-7A6B-41B6-B86C-A5A888ED53E4,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
92,ML ENGINEER: SET DEVELOP SYSTEM PARAMETERS,Default Resource-000005,2023-01-30 10:00:20.000,2023-01-30 10:00:21.000,Variant 2,2,sid-B21B682A-9C69-4774-AB33-6B374D0B8038,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
92,ADMINISTRATIVE: SET EXECUTION SYSTEM PARAMETERS,Default Resource-000006,2023-01-30 10:00:24.000,2023-01-30 10:00:25.000,Variant 2,2,sid-0357A281-CCE8-4790-B204-FD16A4141444,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
92,DATA ANALYST: SET MONITORING SYSTEM PARAMETERS,Default Resource-000007,2023-01-30 10:00:28.000,2023-01-30 10:00:29.000,Variant 2,2,sid-8DDB5F66-879E-49D2-8DAB-8952E410AE1E,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
92,END,,2023-01-30 10:00:29.000,2023-01-30 10:00:29.000,Variant 2,2,sid-960E4B76-22CD-4C39-B2B2-108C9C19B4F5,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
0,START,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 1,1,sid-DB9E6FBE-42AC-4CA3-8897-70BE709CC0EF,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
0,END,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 1,1,sid-960E4B76-22CD-4C39-B2B2-108C9C19B4F5,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
50,START,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 2,2,sid-DB9E6FBE-42AC-4CA3-8897-70BE709CC0EF,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
50,ADMINISTRATIVE:  CHECK REQUEST DETAIL,Default Resource-000010,2023-01-30 10:00:01.000,2023-01-30 10:00:02.000,Variant 2,2,sid-FA2ACF73-3165-421D-998A-72FCFD114574,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
50,DATA ENGINEER: SET INGESTION SYSTEM PARAMETERS,Default Resource-000002,2023-01-30 10:00:06.000,2023-01-30 10:00:07.000,Variant 2,2,sid-E8939C8D-112B-44CA-AF36-D5A249344C9B,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
50,DATA ENGINEER: SET PREPARE SYSTEM PARAMETERS,Default Resource-000003,2023-01-30 10:00:10.000,2023-01-30 10:00:11.000,Variant 2,2,sid-A797A949-2997-459A-B4AC-DE03F61A21B7,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
50,DATA ANALYST: SET SEGREGATION SYSTEM PARAMETERS,Default Resource-000004,2023-01-30 10:00:14.000,2023-01-30 10:00:15.000,Variant 2,2,sid-5CA0D7DF-7A6B-41B6-B86C-A5A888ED53E4,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
50,ML ENGINEER: SET DEVELOP SYSTEM PARAMETERS,Default Resource-000005,2023-01-30 10:00:18.000,2023-01-30 10:00:19.000,Variant 2,2,sid-B21B682A-9C69-4774-AB33-6B374D0B8038,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
50,ADMINISTRATIVE: SET EXECUTION SYSTEM PARAMETERS,Default Resource-000006,2023-01-30 10:00:22.000,2023-01-30 10:00:23.000,Variant 2,2,sid-0357A281-CCE8-4790-B204-FD16A4141444,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
50,DATA ANALYST: SET MONITORING SYSTEM PARAMETERS,Default Resource-000007,2023-01-30 10:00:26.000,2023-01-30 10:00:27.000,Variant 2,2,sid-8DDB5F66-879E-49D2-8DAB-8952E410AE1E,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
50,END,,2023-01-30 10:00:27.000,2023-01-30 10:00:27.000,Variant 2,2,sid-960E4B76-22CD-4C39-B2B2-108C9C19B4F5,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
70,START,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 1,1,sid-DB9E6FBE-42AC-4CA3-8897-70BE709CC0EF,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
70,END,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 1,1,sid-960E4B76-22CD-4C39-B2B2-108C9C19B4F5,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
72,START,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 1,1,sid-DB9E6FBE-42AC-4CA3-8897-70BE709CC0EF,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
72,END,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 1,1,sid-960E4B76-22CD-4C39-B2B2-108C9C19B4F5,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
30,START,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 2,2,sid-DB9E6FBE-42AC-4CA3-8897-70BE709CC0EF,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
30,ADMINISTRATIVE:  CHECK REQUEST DETAIL,Default Resource-000010,2023-01-30 10:00:00.000,2023-01-30 10:00:01.000,Variant 2,2,sid-FA2ACF73-3165-421D-998A-72FCFD114574,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
30,DATA ENGINEER: SET INGESTION SYSTEM PARAMETERS,Default Resource-000002,2023-01-30 10:00:05.000,2023-01-30 10:00:06.000,Variant 2,2,sid-E8939C8D-112B-44CA-AF36-D5A249344C9B,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
30,DATA ENGINEER: SET PREPARE SYSTEM PARAMETERS,Default Resource-000003,2023-01-30 10:00:09.000,2023-01-30 10:00:10.000,Variant 2,2,sid-A797A949-2997-459A-B4AC-DE03F61A21B7,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
30,DATA ANALYST: SET SEGREGATION SYSTEM PARAMETERS,Default Resource-000004,2023-01-30 10:00:13.000,2023-01-30 10:00:14.000,Variant 2,2,sid-5CA0D7DF-7A6B-41B6-B86C-A5A888ED53E4,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
30,ML ENGINEER: SET DEVELOP SYSTEM PARAMETERS,Default Resource-000005,2023-01-30 10:00:17.000,2023-01-30 10:00:18.000,Variant 2,2,sid-B21B682A-9C69-4774-AB33-6B374D0B8038,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
30,ADMINISTRATIVE: SET EXECUTION SYSTEM PARAMETERS,Default Resource-000006,2023-01-30 10:00:21.000,2023-01-30 10:00:22.000,Variant 2,2,sid-0357A281-CCE8-4790-B204-FD16A4141444,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
30,DATA ANALYST: SET MONITORING SYSTEM PARAMETERS,Default Resource-000007,2023-01-30 10:00:25.000,2023-01-30 10:00:26.000,Variant 2,2,sid-8DDB5F66-879E-49D2-8DAB-8952E410AE1E,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
30,END,,2023-01-30 10:00:26.000,2023-01-30 10:00:26.000,Variant 2,2,sid-960E4B76-22CD-4C39-B2B2-108C9C19B4F5,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
51,START,,2023-01-30 10:00:00.000,2023-01-30 10:00:00.000,Variant 2,2,sid-DB9E6FBE-42AC-4CA3-8897-70BE709CC0EF,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
51,ADMINISTRATIVE:  CHECK REQUEST DETAIL,Default Resource-000001,2023-01-30 10:00:02.000,2023-01-30 10:00:03.000,Variant 2,2,sid-FA2ACF73-3165-421D-998A-72FCFD114574,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
51,DATA ENGINEER: SET INGESTION SYSTEM PARAMETERS,Default Resource-000003,2023-01-30 10:00:06.000,2023-01-30 10:00:07.000,Variant 2,2,sid-E8939C8D-112B-44CA-AF36-D5A249344C9B,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
51,DATA ENGINEER: SET PREPARE SYSTEM PARAMETERS,Default Resource-000004,2023-01-30 10:00:10.000,2023-01-30 10:00:11.000,Variant 2,2,sid-A797A949-2997-459A-B4AC-DE03F61A21B7,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
51,DATA ANALYST: SET SEGREGATION SYSTEM PARAMETERS,Default Resource-000005,2023-01-30 10:00:14.000,2023-01-30 10:00:15.000,Variant 2,2,sid-5CA0D7DF-7A6B-41B6-B86C-A5A888ED53E4,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
51,ML ENGINEER: SET DEVELOP SYSTEM PARAMETERS,Default Resource-000006,2023-01-30 10:00:18.000,2023-01-30 10:00:19.000,Variant 2,2,sid-B21B682A-9C69-4774-AB33-6B374D0B8038,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
51,ADMINISTRATIVE: SET EXECUTION SYSTEM PARAMETERS,Default Resource-000007,2023-01-30 10:00:22.000,2023-01-30 10:00:23.000,Variant 2,2,sid-0357A281-CCE8-4790-B204-FD16A4141444,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
51,DATA ANALYST: SET MONITORING SYSTEM PARAMETERS,Default Resource-000008,2023-01-30 10:00:26.000,2023-01-30 10:00:27.000,Variant 2,2,sid-8DDB5F66-879E-49D2-8DAB-8952E410AE1E,1.0,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,2.777777777778212E-4,QBP_DEFAULT_RESOURCE
51,END,,2023-01-30 10:00:27.000,2023-01-30 10:00:27.000,Variant 2,2,sid-960E4B76-22CD-4C39-B2B2-108C9C19B4F5,,sid-7a8b42ea-b9d1-41b3-9ca0-a656c5c9b9f4,,
